filepath,label
..\data\binario\Apto\Atento_00158.jpg,Apto
..\data\binario\NoApto\Bostezo_00654.jpg,NoApto
..\data\binario\NoApto\Bostezo_00082.jpg,NoApto
..\data\binario\NoApto\Bostezo_03229.jpg,NoApto
..\data\binario\Apto\Atento_02073.jpg,Apto
..\data\binario\Apto\Atento_01869.jpg,Apto
..\data\binario\Apto\Atento_02103.jpg,Apto
..\data\binario\Apto\Atento_02016.jpg,Apto
..\data\binario\NoApto\Bostezo_01666.jpg,NoApto
..\data\binario\Apto\Atento_00724.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01280.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01064.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00737.jpg,NoApto
..\data\binario\Apto\Atento_02787.jpg,Apto
..\data\binario\NoApto\Bostezo_02655.jpg,NoApto
..\data\binario\Apto\Atento_00463.jpg,Apto
..\data\binario\Apto\Atento_01387.jpg,Apto
..\data\binario\NoApto\Bostezo_01321.jpg,NoApto
..\data\binario\Apto\Atento_00465.jpg,Apto
..\data\binario\NoApto\Bostezo_01530.jpg,NoApto
..\data\binario\Apto\Atento_04708.jpg,Apto
..\data\binario\Apto\Atento_04700.jpg,Apto
..\data\binario\Apto\Atento_04166.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00878.jpg,NoApto
..\data\binario\NoApto\Bostezo_02115.jpg,NoApto
..\data\binario\NoApto\Bostezo_00779.jpg,NoApto
..\data\binario\NoApto\Bostezo_00724.jpg,NoApto
..\data\binario\Apto\Atento_03107.jpg,Apto
..\data\binario\Apto\Atento_00725.jpg,Apto
..\data\binario\NoApto\Bostezo_00686.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00663.jpg,NoApto
..\data\binario\NoApto\Bostezo_02557.jpg,NoApto
..\data\binario\Apto\Atento_03563.jpg,Apto
..\data\binario\NoApto\Bostezo_02143.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01022.jpg,NoApto
..\data\binario\NoApto\Bostezo_00630.jpg,NoApto
..\data\binario\NoApto\Bostezo_00097.jpg,NoApto
..\data\binario\NoApto\Bostezo_00608.jpg,NoApto
..\data\binario\Apto\Atento_03154.jpg,Apto
..\data\binario\Apto\Atento_01438.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00407.jpg,NoApto
..\data\binario\NoApto\Bostezo_02493.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00916.jpg,NoApto
..\data\binario\Apto\Atento_01692.jpg,Apto
..\data\binario\Apto\Atento_03015.jpg,Apto
..\data\binario\Apto\Atento_03109.jpg,Apto
..\data\binario\NoApto\Bostezo_03080.jpg,NoApto
..\data\binario\Apto\Atento_02515.jpg,Apto
..\data\binario\Apto\Atento_00568.jpg,Apto
..\data\binario\NoApto\Bostezo_01890.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00219.jpg,NoApto
..\data\binario\NoApto\Bostezo_02875.jpg,NoApto
..\data\binario\NoApto\Bostezo_01013.jpg,NoApto
..\data\binario\Apto\Atento_00543.jpg,Apto
..\data\binario\Apto\Atento_03447.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00507.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00414.jpg,NoApto
..\data\binario\Apto\Atento_02761.jpg,Apto
..\data\binario\NoApto\Bostezo_02920.jpg,NoApto
..\data\binario\NoApto\Bostezo_02712.jpg,NoApto
..\data\binario\NoApto\Bostezo_03018.jpg,NoApto
..\data\binario\NoApto\Bostezo_01775.jpg,NoApto
..\data\binario\Apto\Atento_04507.jpg,Apto
..\data\binario\Apto\Atento_00227.jpg,Apto
..\data\binario\Apto\Atento_00267.jpg,Apto
..\data\binario\Apto\Atento_01487.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01055.jpg,NoApto
..\data\binario\NoApto\Bostezo_00719.jpg,NoApto
..\data\binario\Apto\Atento_01523.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00518.jpg,NoApto
..\data\binario\Apto\Atento_00670.jpg,Apto
..\data\binario\NoApto\Bostezo_00392.jpg,NoApto
..\data\binario\Apto\Atento_02809.jpg,Apto
..\data\binario\NoApto\Bostezo_01791.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01250.jpg,NoApto
..\data\binario\Apto\Atento_04542.jpg,Apto
..\data\binario\Apto\Atento_01861.jpg,Apto
..\data\binario\NoApto\Bostezo_02433.jpg,NoApto
..\data\binario\NoApto\Bostezo_00616.jpg,NoApto
..\data\binario\NoApto\Bostezo_01920.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00771.jpg,NoApto
..\data\binario\NoApto\Bostezo_02202.jpg,NoApto
..\data\binario\Apto\Atento_00886.jpg,Apto
..\data\binario\NoApto\Bostezo_01426.jpg,NoApto
..\data\binario\NoApto\Bostezo_01585.jpg,NoApto
..\data\binario\Apto\Atento_02176.jpg,Apto
..\data\binario\Apto\Atento_03027.jpg,Apto
..\data\binario\NoApto\Bostezo_01824.jpg,NoApto
..\data\binario\NoApto\Bostezo_01310.jpg,NoApto
..\data\binario\Apto\Atento_00128.jpg,Apto
..\data\binario\Apto\Atento_01960.jpg,Apto
..\data\binario\Apto\Atento_01017.jpg,Apto
..\data\binario\NoApto\Bostezo_02952.jpg,NoApto
..\data\binario\NoApto\Bostezo_00009.jpg,NoApto
..\data\binario\NoApto\Bostezo_00488.jpg,NoApto
..\data\binario\NoApto\Bostezo_02901.jpg,NoApto
..\data\binario\NoApto\Bostezo_00211.jpg,NoApto
..\data\binario\Apto\Atento_01807.jpg,Apto
..\data\binario\NoApto\Bostezo_02608.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00637.jpg,NoApto
..\data\binario\Apto\Atento_04069.jpg,Apto
..\data\binario\Apto\Atento_04165.jpg,Apto
..\data\binario\NoApto\Bostezo_00095.jpg,NoApto
..\data\binario\Apto\Atento_04005.jpg,Apto
..\data\binario\NoApto\Bostezo_03392.jpg,NoApto
..\data\binario\Apto\Atento_00376.jpg,Apto
..\data\binario\Apto\Atento_02015.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00211.jpg,NoApto
..\data\binario\NoApto\Bostezo_03333.jpg,NoApto
..\data\binario\Apto\Atento_03199.jpg,Apto
..\data\binario\Apto\Atento_01859.jpg,Apto
..\data\binario\Apto\Atento_04064.jpg,Apto
..\data\binario\Apto\Atento_04601.jpg,Apto
..\data\binario\NoApto\Bostezo_01382.jpg,NoApto
..\data\binario\Apto\Atento_03424.jpg,Apto
..\data\binario\NoApto\Bostezo_00636.jpg,NoApto
..\data\binario\NoApto\Bostezo_03241.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01204.jpg,NoApto
..\data\binario\Apto\Atento_03623.jpg,Apto
..\data\binario\Apto\Atento_01836.jpg,Apto
..\data\binario\NoApto\Bostezo_02026.jpg,NoApto
..\data\binario\Apto\Atento_03114.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00605.jpg,NoApto
..\data\binario\Apto\Atento_03914.jpg,Apto
..\data\binario\NoApto\Bostezo_02690.jpg,NoApto
..\data\binario\NoApto\Bostezo_03269.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00468.jpg,NoApto
..\data\binario\Apto\Atento_03975.jpg,Apto
..\data\binario\Apto\Atento_02146.jpg,Apto
..\data\binario\NoApto\Bostezo_01670.jpg,NoApto
..\data\binario\Apto\Atento_04302.jpg,Apto
..\data\binario\Apto\Atento_01614.jpg,Apto
..\data\binario\Apto\Atento_00994.jpg,Apto
..\data\binario\Apto\Atento_04408.jpg,Apto
..\data\binario\Apto\Atento_04990.jpg,Apto
..\data\binario\NoApto\Bostezo_01108.jpg,NoApto
..\data\binario\Apto\Atento_02686.jpg,Apto
..\data\binario\Apto\Atento_01514.jpg,Apto
..\data\binario\Apto\Atento_00082.jpg,Apto
..\data\binario\Apto\Atento_02477.jpg,Apto
..\data\binario\NoApto\Bostezo_02164.jpg,NoApto
..\data\binario\NoApto\Bostezo_00871.jpg,NoApto
..\data\binario\NoApto\Bostezo_00973.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00269.jpg,NoApto
..\data\binario\NoApto\Bostezo_02640.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00454.jpg,NoApto
..\data\binario\Apto\Atento_03460.jpg,Apto
..\data\binario\NoApto\Bostezo_00130.jpg,NoApto
..\data\binario\NoApto\Bostezo_03298.jpg,NoApto
..\data\binario\NoApto\Bostezo_01183.jpg,NoApto
..\data\binario\NoApto\Bostezo_00644.jpg,NoApto
..\data\binario\Apto\Atento_01204.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01186.jpg,NoApto
..\data\binario\NoApto\Bostezo_00283.jpg,NoApto
..\data\binario\NoApto\Bostezo_03447.jpg,NoApto
..\data\binario\Apto\Atento_03624.jpg,Apto
..\data\binario\NoApto\Bostezo_01067.jpg,NoApto
..\data\binario\NoApto\Bostezo_00062.jpg,NoApto
..\data\binario\NoApto\Bostezo_01350.jpg,NoApto
..\data\binario\Apto\Atento_03454.jpg,Apto
..\data\binario\Apto\Atento_03787.jpg,Apto
..\data\binario\NoApto\Bostezo_01406.jpg,NoApto
..\data\binario\NoApto\Bostezo_00763.jpg,NoApto
..\data\binario\Apto\Atento_01519.jpg,Apto
..\data\binario\Apto\Atento_03717.jpg,Apto
..\data\binario\Apto\Atento_00711.jpg,Apto
..\data\binario\Apto\Atento_02107.jpg,Apto
..\data\binario\NoApto\Bostezo_02324.jpg,NoApto
..\data\binario\Apto\Atento_02552.jpg,Apto
..\data\binario\NoApto\Bostezo_00806.jpg,NoApto
..\data\binario\NoApto\Bostezo_00031.jpg,NoApto
..\data\binario\NoApto\Bostezo_01452.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00205.jpg,NoApto
..\data\binario\NoApto\Bostezo_01422.jpg,NoApto
..\data\binario\Apto\Atento_04897.jpg,Apto
..\data\binario\Apto\Atento_02177.jpg,Apto
..\data\binario\Apto\Atento_03075.jpg,Apto
..\data\binario\Apto\Atento_01652.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00120.jpg,NoApto
..\data\binario\Apto\Atento_02666.jpg,Apto
..\data\binario\NoApto\Bostezo_02912.jpg,NoApto
..\data\binario\Apto\Atento_04028.jpg,Apto
..\data\binario\Apto\Atento_04278.jpg,Apto
..\data\binario\Apto\Atento_04544.jpg,Apto
..\data\binario\Apto\Atento_01535.jpg,Apto
..\data\binario\Apto\Atento_04886.jpg,Apto
..\data\binario\Apto\Atento_03469.jpg,Apto
..\data\binario\Apto\Atento_00662.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00085.jpg,NoApto
..\data\binario\NoApto\Bostezo_00699.jpg,NoApto
..\data\binario\Apto\Atento_03497.jpg,Apto
..\data\binario\Apto\Atento_00764.jpg,Apto
..\data\binario\NoApto\Bostezo_02951.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00173.jpg,NoApto
..\data\binario\NoApto\Bostezo_00739.jpg,NoApto
..\data\binario\Apto\Atento_01985.jpg,Apto
..\data\binario\Apto\Atento_03664.jpg,Apto
..\data\binario\NoApto\Bostezo_03091.jpg,NoApto
..\data\binario\Apto\Atento_01270.jpg,Apto
..\data\binario\NoApto\Bostezo_00884.jpg,NoApto
..\data\binario\NoApto\Bostezo_02942.jpg,NoApto
..\data\binario\Apto\Atento_03673.jpg,Apto
..\data\binario\Apto\Atento_04011.jpg,Apto
..\data\binario\Apto\Atento_01951.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00593.jpg,NoApto
..\data\binario\Apto\Atento_00765.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00963.jpg,NoApto
..\data\binario\Apto\Atento_01488.jpg,Apto
..\data\binario\NoApto\Bostezo_01322.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00424.jpg,NoApto
..\data\binario\NoApto\Bostezo_02200.jpg,NoApto
..\data\binario\Apto\Atento_00857.jpg,Apto
..\data\binario\NoApto\Bostezo_00299.jpg,NoApto
..\data\binario\NoApto\Bostezo_00119.jpg,NoApto
..\data\binario\NoApto\Bostezo_03222.jpg,NoApto
..\data\binario\Apto\Atento_02138.jpg,Apto
..\data\binario\Apto\Atento_01653.jpg,Apto
..\data\binario\Apto\Atento_03499.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00220.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00651.jpg,NoApto
..\data\binario\Apto\Atento_00184.jpg,Apto
..\data\binario\Apto\Atento_01510.jpg,Apto
..\data\binario\NoApto\Bostezo_02269.jpg,NoApto
..\data\binario\NoApto\Bostezo_00528.jpg,NoApto
..\data\binario\NoApto\Bostezo_01943.jpg,NoApto
..\data\binario\Apto\Atento_03179.jpg,Apto
..\data\binario\Apto\Atento_03188.jpg,Apto
..\data\binario\NoApto\Bostezo_00131.jpg,NoApto
..\data\binario\NoApto\Bostezo_02905.jpg,NoApto
..\data\binario\NoApto\Bostezo_03183.jpg,NoApto
..\data\binario\NoApto\Bostezo_01250.jpg,NoApto
..\data\binario\Apto\Atento_00687.jpg,Apto
..\data\binario\Apto\Atento_03661.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00824.jpg,NoApto
..\data\binario\NoApto\Bostezo_03352.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00461.jpg,NoApto
..\data\binario\Apto\Atento_01444.jpg,Apto
..\data\binario\Apto\Atento_02254.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01285.jpg,NoApto
..\data\binario\NoApto\Bostezo_03328.jpg,NoApto
..\data\binario\NoApto\Bostezo_03240.jpg,NoApto
..\data\binario\NoApto\Bostezo_03245.jpg,NoApto
..\data\binario\Apto\Atento_04729.jpg,Apto
..\data\binario\Apto\Atento_03671.jpg,Apto
..\data\binario\Apto\Atento_04461.jpg,Apto
..\data\binario\Apto\Atento_00380.jpg,Apto
..\data\binario\NoApto\Bostezo_01740.jpg,NoApto
..\data\binario\Apto\Atento_04503.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00477.jpg,NoApto
..\data\binario\NoApto\Bostezo_00413.jpg,NoApto
..\data\binario\Apto\Atento_01287.jpg,Apto
..\data\binario\Apto\Atento_04071.jpg,Apto
..\data\binario\Apto\Atento_04375.jpg,Apto
..\data\binario\NoApto\Bostezo_01454.jpg,NoApto
..\data\binario\Apto\Atento_01100.jpg,Apto
..\data\binario\Apto\Atento_02137.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00539.jpg,NoApto
..\data\binario\Apto\Atento_01813.jpg,Apto
..\data\binario\NoApto\Bostezo_00197.jpg,NoApto
..\data\binario\Apto\Atento_03667.jpg,Apto
..\data\binario\Apto\Atento_03363.jpg,Apto
..\data\binario\Apto\Atento_00738.jpg,Apto
..\data\binario\Apto\Atento_03428.jpg,Apto
..\data\binario\NoApto\Bostezo_02768.jpg,NoApto
..\data\binario\NoApto\Bostezo_02520.jpg,NoApto
..\data\binario\Apto\Atento_01923.jpg,Apto
..\data\binario\NoApto\Bostezo_00389.jpg,NoApto
..\data\binario\Apto\Atento_00906.jpg,Apto
..\data\binario\NoApto\Bostezo_00466.jpg,NoApto
..\data\binario\Apto\Atento_00149.jpg,Apto
..\data\binario\Apto\Atento_01569.jpg,Apto
..\data\binario\Apto\Atento_01452.jpg,Apto
..\data\binario\Apto\Atento_01622.jpg,Apto
..\data\binario\NoApto\Bostezo_01790.jpg,NoApto
..\data\binario\Apto\Atento_01878.jpg,Apto
..\data\binario\Apto\Atento_01891.jpg,Apto
..\data\binario\Apto\Atento_03260.jpg,Apto
..\data\binario\NoApto\Bostezo_02904.jpg,NoApto
..\data\binario\NoApto\Bostezo_00137.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00944.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00451.jpg,NoApto
..\data\binario\Apto\Atento_02746.jpg,Apto
..\data\binario\Apto\Atento_04378.jpg,Apto
..\data\binario\NoApto\Bostezo_00856.jpg,NoApto
..\data\binario\NoApto\Bostezo_01050.jpg,NoApto
..\data\binario\NoApto\Bostezo_00388.jpg,NoApto
..\data\binario\Apto\Atento_03455.jpg,Apto
..\data\binario\Apto\Atento_02638.jpg,Apto
..\data\binario\NoApto\Bostezo_00415.jpg,NoApto
..\data\binario\NoApto\Bostezo_01877.jpg,NoApto
..\data\binario\Apto\Atento_01710.jpg,Apto
..\data\binario\NoApto\Bostezo_02976.jpg,NoApto
..\data\binario\Apto\Atento_04382.jpg,Apto
..\data\binario\Apto\Atento_03288.jpg,Apto
..\data\binario\Apto\Atento_04229.jpg,Apto
..\data\binario\Apto\Atento_02058.jpg,Apto
..\data\binario\NoApto\Bostezo_01336.jpg,NoApto
..\data\binario\Apto\Atento_00715.jpg,Apto
..\data\binario\Apto\Atento_00789.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00331.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01360.jpg,NoApto
..\data\binario\Apto\Atento_02604.jpg,Apto
..\data\binario\Apto\Atento_01921.jpg,Apto
..\data\binario\NoApto\Bostezo_00908.jpg,NoApto
..\data\binario\Apto\Atento_03390.jpg,Apto
..\data\binario\Apto\Atento_02672.jpg,Apto
..\data\binario\Apto\Atento_00704.jpg,Apto
..\data\binario\Apto\Atento_03401.jpg,Apto
..\data\binario\NoApto\Bostezo_02027.jpg,NoApto
..\data\binario\NoApto\Bostezo_02978.jpg,NoApto
..\data\binario\NoApto\Bostezo_00543.jpg,NoApto
..\data\binario\NoApto\Bostezo_00721.jpg,NoApto
..\data\binario\NoApto\Bostezo_02536.jpg,NoApto
..\data\binario\Apto\Atento_03536.jpg,Apto
..\data\binario\NoApto\Bostezo_00177.jpg,NoApto
..\data\binario\Apto\Atento_03427.jpg,Apto
..\data\binario\Apto\Atento_03571.jpg,Apto
..\data\binario\Apto\Atento_01818.jpg,Apto
..\data\binario\NoApto\Bostezo_00826.jpg,NoApto
..\data\binario\Apto\Atento_04279.jpg,Apto
..\data\binario\Apto\Atento_04871.jpg,Apto
..\data\binario\NoApto\Bostezo_00559.jpg,NoApto
..\data\binario\Apto\Atento_03739.jpg,Apto
..\data\binario\NoApto\Bostezo_00897.jpg,NoApto
..\data\binario\Apto\Atento_02916.jpg,Apto
..\data\binario\NoApto\Bostezo_01348.jpg,NoApto
..\data\binario\NoApto\Bostezo_00292.jpg,NoApto
..\data\binario\NoApto\Bostezo_02029.jpg,NoApto
..\data\binario\NoApto\Bostezo_00054.jpg,NoApto
..\data\binario\NoApto\Bostezo_01236.jpg,NoApto
..\data\binario\Apto\Atento_04940.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01317.jpg,NoApto
..\data\binario\Apto\Atento_03574.jpg,Apto
..\data\binario\NoApto\Bostezo_03290.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00467.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01345.jpg,NoApto
..\data\binario\NoApto\Bostezo_01082.jpg,NoApto
..\data\binario\NoApto\Bostezo_02097.jpg,NoApto
..\data\binario\Apto\Atento_04050.jpg,Apto
..\data\binario\Apto\Atento_03832.jpg,Apto
..\data\binario\Apto\Atento_03508.jpg,Apto
..\data\binario\Apto\Atento_01110.jpg,Apto
..\data\binario\Apto\Atento_03166.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00366.jpg,NoApto
..\data\binario\Apto\Atento_02780.jpg,Apto
..\data\binario\Apto\Atento_03265.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00301.jpg,NoApto
..\data\binario\Apto\Atento_03409.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00377.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01115.jpg,NoApto
..\data\binario\Apto\Atento_00882.jpg,Apto
..\data\binario\NoApto\Bostezo_01111.jpg,NoApto
..\data\binario\Apto\Atento_02893.jpg,Apto
..\data\binario\Apto\Atento_04630.jpg,Apto
..\data\binario\NoApto\Bostezo_02828.jpg,NoApto
..\data\binario\Apto\Atento_00458.jpg,Apto
..\data\binario\NoApto\Bostezo_03272.jpg,NoApto
..\data\binario\Apto\Atento_04559.jpg,Apto
..\data\binario\Apto\Atento_03243.jpg,Apto
..\data\binario\Apto\Atento_00778.jpg,Apto
..\data\binario\Apto\Atento_00637.jpg,Apto
..\data\binario\NoApto\Bostezo_03453.jpg,NoApto
..\data\binario\Apto\Atento_02913.jpg,Apto
..\data\binario\NoApto\Bostezo_01804.jpg,NoApto
..\data\binario\Apto\Atento_04246.jpg,Apto
..\data\binario\Apto\Atento_00313.jpg,Apto
..\data\binario\Apto\Atento_00294.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01214.jpg,NoApto
..\data\binario\NoApto\Bostezo_01245.jpg,NoApto
..\data\binario\Apto\Atento_02297.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00873.jpg,NoApto
..\data\binario\Apto\Atento_04317.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00614.jpg,NoApto
..\data\binario\Apto\Atento_02212.jpg,Apto
..\data\binario\Apto\Atento_04866.jpg,Apto
..\data\binario\Apto\Atento_00104.jpg,Apto
..\data\binario\NoApto\Bostezo_00525.jpg,NoApto
..\data\binario\NoApto\Bostezo_02386.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00989.jpg,NoApto
..\data\binario\NoApto\Bostezo_02400.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00063.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00064.jpg,NoApto
..\data\binario\Apto\Atento_02648.jpg,Apto
..\data\binario\Apto\Atento_00138.jpg,Apto
..\data\binario\NoApto\Bostezo_00056.jpg,NoApto
..\data\binario\Apto\Atento_00668.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01001.jpg,NoApto
..\data\binario\NoApto\Bostezo_03148.jpg,NoApto
..\data\binario\Apto\Atento_04179.jpg,Apto
..\data\binario\Apto\Atento_03948.jpg,Apto
..\data\binario\NoApto\Bostezo_00377.jpg,NoApto
..\data\binario\Apto\Atento_01013.jpg,Apto
..\data\binario\Apto\Atento_04973.jpg,Apto
..\data\binario\NoApto\Bostezo_01228.jpg,NoApto
..\data\binario\Apto\Atento_01188.jpg,Apto
..\data\binario\Apto\Atento_03646.jpg,Apto
..\data\binario\NoApto\Bostezo_03040.jpg,NoApto
..\data\binario\Apto\Atento_01242.jpg,Apto
..\data\binario\NoApto\Bostezo_00263.jpg,NoApto
..\data\binario\NoApto\Bostezo_01365.jpg,NoApto
..\data\binario\Apto\Atento_00828.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00765.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00314.jpg,NoApto
..\data\binario\NoApto\Bostezo_02408.jpg,NoApto
..\data\binario\Apto\Atento_03895.jpg,Apto
..\data\binario\Apto\Atento_02195.jpg,Apto
..\data\binario\NoApto\Bostezo_01647.jpg,NoApto
..\data\binario\NoApto\Bostezo_00189.jpg,NoApto
..\data\binario\Apto\Atento_01320.jpg,Apto
..\data\binario\NoApto\Bostezo_01565.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00647.jpg,NoApto
..\data\binario\NoApto\Bostezo_02944.jpg,NoApto
..\data\binario\Apto\Atento_02620.jpg,Apto
..\data\binario\Apto\Atento_03210.jpg,Apto
..\data\binario\Apto\Atento_02795.jpg,Apto
..\data\binario\NoApto\Bostezo_00425.jpg,NoApto
..\data\binario\NoApto\Bostezo_02188.jpg,NoApto
..\data\binario\Apto\Atento_00891.jpg,Apto
..\data\binario\Apto\Atento_03801.jpg,Apto
..\data\binario\Apto\Atento_00957.jpg,Apto
..\data\binario\Apto\Atento_01791.jpg,Apto
..\data\binario\Apto\Atento_02283.jpg,Apto
..\data\binario\Apto\Atento_01144.jpg,Apto
..\data\binario\NoApto\Bostezo_01007.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00992.jpg,NoApto
..\data\binario\NoApto\Bostezo_02752.jpg,NoApto
..\data\binario\NoApto\Bostezo_00294.jpg,NoApto
..\data\binario\NoApto\Bostezo_01937.jpg,NoApto
..\data\binario\Apto\Atento_04305.jpg,Apto
..\data\binario\NoApto\Bostezo_00480.jpg,NoApto
..\data\binario\Apto\Atento_00013.jpg,Apto
..\data\binario\Apto\Atento_01284.jpg,Apto
..\data\binario\Apto\Atento_01591.jpg,Apto
..\data\binario\NoApto\Bostezo_01483.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00763.jpg,NoApto
..\data\binario\Apto\Atento_02760.jpg,Apto
..\data\binario\Apto\Atento_02609.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00221.jpg,NoApto
..\data\binario\NoApto\Bostezo_00329.jpg,NoApto
..\data\binario\Apto\Atento_01708.jpg,Apto
..\data\binario\Apto\Atento_02142.jpg,Apto
..\data\binario\NoApto\Bostezo_02862.jpg,NoApto
..\data\binario\NoApto\Bostezo_00169.jpg,NoApto
..\data\binario\NoApto\Bostezo_01500.jpg,NoApto
..\data\binario\Apto\Atento_01253.jpg,Apto
..\data\binario\Apto\Atento_01669.jpg,Apto
..\data\binario\NoApto\Bostezo_03326.jpg,NoApto
..\data\binario\Apto\Atento_01912.jpg,Apto
..\data\binario\Apto\Atento_01957.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00023.jpg,NoApto
..\data\binario\Apto\Atento_02566.jpg,Apto
..\data\binario\Apto\Atento_01877.jpg,Apto
..\data\binario\Apto\Atento_02438.jpg,Apto
..\data\binario\Apto\Atento_03682.jpg,Apto
..\data\binario\NoApto\Bostezo_00909.jpg,NoApto
..\data\binario\NoApto\Bostezo_01515.jpg,NoApto
..\data\binario\NoApto\Bostezo_01919.jpg,NoApto
..\data\binario\Apto\Atento_01310.jpg,Apto
..\data\binario\Apto\Atento_02587.jpg,Apto
..\data\binario\Apto\Atento_04459.jpg,Apto
..\data\binario\Apto\Atento_03776.jpg,Apto
..\data\binario\Apto\Atento_01105.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00786.jpg,NoApto
..\data\binario\Apto\Atento_01224.jpg,Apto
..\data\binario\Apto\Atento_04284.jpg,Apto
..\data\binario\Apto\Atento_01732.jpg,Apto
..\data\binario\Apto\Atento_01226.jpg,Apto
..\data\binario\NoApto\Bostezo_02815.jpg,NoApto
..\data\binario\Apto\Atento_04047.jpg,Apto
..\data\binario\NoApto\Bostezo_03452.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01342.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00210.jpg,NoApto
..\data\binario\Apto\Atento_01934.jpg,Apto
..\data\binario\Apto\Atento_01294.jpg,Apto
..\data\binario\Apto\Atento_02253.jpg,Apto
..\data\binario\Apto\Atento_04570.jpg,Apto
..\data\binario\Apto\Atento_00399.jpg,Apto
..\data\binario\Apto\Atento_01702.jpg,Apto
..\data\binario\Apto\Atento_04294.jpg,Apto
..\data\binario\NoApto\Bostezo_00148.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00604.jpg,NoApto
..\data\binario\Apto\Atento_02024.jpg,Apto
..\data\binario\Apto\Atento_03239.jpg,Apto
..\data\binario\Apto\Atento_00293.jpg,Apto
..\data\binario\NoApto\Bostezo_01679.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00153.jpg,NoApto
..\data\binario\NoApto\Bostezo_03201.jpg,NoApto
..\data\binario\Apto\Atento_03271.jpg,Apto
..\data\binario\NoApto\Bostezo_03007.jpg,NoApto
..\data\binario\NoApto\Bostezo_00527.jpg,NoApto
..\data\binario\Apto\Atento_00747.jpg,Apto
..\data\binario\NoApto\Bostezo_02865.jpg,NoApto
